"","RecordType","Latitude","Longitude","ZIP","VIN","MAKE","MODEL","BODY","YEAR","SELLER","CITY","COUNTYNUM","WGT","STATE","MON","NewUsed","RecodedType","Geography","NewZips","CarCount","Dealer"
"1189595","CarSale",38.5,-121.53,95831,"19XFB4F22FE201886","HOND","CIVIC HYBRI","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189596","CarSale",38.5,-121.53,95831,"1HGCR3F89FA037263","HOND","ACCORD EX-L","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189597","CarSale",38.5,-121.53,95831,"1HGCT1B33FA011998","HOND","ACCORD LX-S","CP",2015,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201508,"New",1,2,95831,1,NA
"1189598","CarSale",38.5,-121.53,95831,"3CZRM3H51FG705305","HOND","CR-V EX","UT",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189599","CarSale",38.5,-121.53,95831,"3CZRM3H55FG703931","HOND","CR-V EX","UT",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189600","CarSale",38.5,-121.53,95831,"5J6RM4H37FL089505","HOND","CR-V LX","UT",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189601","CarSale",38.5,-121.53,95831,"5FNYF6H5XGB008963","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201508,"New",1,2,95831,1,NA
"1189703","CarSale",38.5,-121.53,95831,"1FADP5AU3DL505763","FORD","CMAX HY SE","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189704","CarSale",38.5,-121.53,95831,"1HGCP2F30CA189285","HOND","ACCORD LX","4D",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189705","CarSale",38.5,-121.53,95831,"1HGCP2F30CA193739","HOND","ACCORD LX","4D",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189706","CarSale",38.5,-121.53,95831,"1HGCR2F35FA204202","HOND","ACCORD LX","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189707","CarSale",38.5,-121.53,95831,"1HGCR2F59EA184648","HOND","ACCORD SPRT","4D",2014,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189708","CarSale",38.5,-121.53,95831,"5FNYF4H61CB069819","HOND","PILOT EXL","UT",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189709","CarSale",38.5,-121.53,95831,"KMHDH6AEXDU011010","HYUN","ELANTRA GS","4D",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189712","CarSale",38.5,-121.53,95831,"JTDBT4K3XA4076530","TOYT","YARIS","4D",2010,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201508,"Used",2,2,95831,1,NA
"1189831","CarSale",38.5,-121.53,95831,"5FNYF5H87GB009752","HOND","PILOT EXL","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189832","CarSale",38.5,-121.53,95831,"19XFB2F56FE279523","HOND","CIVIC LX","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189833","CarSale",38.5,-121.53,95831,"19XFB2F97FE240622","HOND","CIVIC EX-L","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189834","CarSale",38.5,-121.53,95831,"1HGCR2F55FA224614","HOND","ACCORD SPRT","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189835","CarSale",38.5,-121.53,95831,"1HGCR2F76FA152310","HOND","ACCORD EX","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189836","CarSale",38.5,-121.53,95831,"1HGCR6F73FA013338","HOND","ACCORD HYBR","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189837","CarSale",38.5,-121.53,95831,"2HGFG3A84FH515519","HOND","CIVIC EX","CP",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189838","CarSale",38.5,-121.53,95831,"3CZRM3H54FG706495","HOND","CR-V EX","UT",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189839","CarSale",38.5,-121.53,95831,"3CZRU6H71GM717816","HOND","HR-V EXL","UT",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201509,"New",1,2,95831,1,NA
"1189840","CarSale",38.5,-121.53,95831,"5FNRL5H6XFB108026","HOND","ODYSSEY EXL","VN",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189841","CarSale",38.5,-121.53,95831,"5J6RM4H90FL113647","HOND","CR-V TOUR","UT",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1189842","CarSale",38.5,-121.53,95831,"5FNYF6H40GB022278","HOND","PILOT EX","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201509,"New",1,2,95831,1,NA
"1190001","CarSale",38.5,-121.53,95831,"2HGFG3B53DH523158","HOND","CIVIC LX","CP",2013,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"Used",2,2,95831,1,NA
"1190002","CarSale",38.5,-121.53,95831,"5FNYF4H51EB051427","HOND","PILOT EXL","UT",2014,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"Used",2,2,95831,1,NA
"1190003","CarSale",38.5,-121.53,95831,"JHLRE48389C012958","HOND","CR-V LX 4x4","UT",2009,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201509,"Used",2,2,95831,1,NA
"1190012","CarSale",38.5,-121.53,95831,"19XFB4F25DE201894","HOND","CIVIC HYBRI","4D",2013,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201509,"Used",2,2,95831,1,NA
"1190153","CarSale",38.5,-121.53,95831,"19XFB2F82FE273261","HOND","CIVIC EX","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201510,"New",1,2,95831,1,NA
"1190154","CarSale",38.5,-121.53,95831,"19XFB2F85FE278695","HOND","CIVIC EX","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201510,"New",1,2,95831,1,NA
"1190155","CarSale",38.5,-121.53,95831,"1HGCR2F34FA238051","HOND","ACCORD LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201510,"New",1,2,95831,1,NA
"1190156","CarSale",38.5,-121.53,95831,"1HGCR2F8XFA191863","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190157","CarSale",38.5,-121.53,95831,"1HGCR3F8XFA023680","HOND","ACCORD EX-L","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190158","CarSale",38.5,-121.53,95831,"1HGCR3F90FA030730","HOND","ACCORD TOUR","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190159","CarSale",38.5,-121.53,95831,"2HGFG3B50FH530653","HOND","CIVIC LX","CP",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190160","CarSale",38.5,-121.53,95831,"5FNRL5H94FB127178","HOND","ODYSSEY TOU","VN",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190161","CarSale",38.5,-121.53,95831,"5J6RM4H98FL125822","HOND","CR-V TOUR","UT",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190163","CarSale",38.5,-121.53,95831,"1HGCR2F37FA223396","HOND","ACCORD LX","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201510,"New",1,2,95831,1,NA
"1190164","CarSale",38.5,-121.53,95831,"5FNYF6H58GB023980","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190165","CarSale",38.5,-121.53,95831,"5FNYF6H74GB030099","HOND","PILOT EXL","UT",2016,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201510,"New",1,2,95831,1,NA
"1190266","CarSale",38.5,-121.53,95831,"1HGCS1B37CA008312","HOND","ACCORD LX-S","CP",2012,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201510,"Used",2,2,95831,1,NA
"1190397","CarSale",38.5,-121.53,95831,"19XFB2F51FE702265","HOND","CIVIC LX","4D",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201511,"New",1,2,95831,1,NA
"1190398","CarSale",38.5,-121.53,95831,"5FNRL5H40FB092093","HOND","ODYSSEY EX","VN",2015,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"R","CA",201511,"New",1,2,95831,1,NA
"1190400","CarSale",38.5,-121.53,95831,"19XFB2F80FE298272","HOND","CIVIC EX","4D",2015,"ELK GROVE HONDA","SACRAMENTO",67,"","CA",201511,"New",1,2,95831,1,NA
"1190401","CarSale",38.5,-121.53,95831,"1HGCR2F51GA044242","HOND","ACCORD SPRT","4D",2016,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201511,"New",1,2,95831,1,NA
"1190402","CarSale",38.5,-121.53,95831,"5FNRL5H92FB128992","HOND","ODYSSEY TOU","VN",2015,"ELK GROVE HONDA","SACRAMENTO",67,"R","CA",201511,"New",1,2,95831,1,NA
"1190403","CarSale",38.5,-121.53,95831,"2HGFG3B87FH511222","HOND","CIVIC EX","CP",2015,"FOLSOM LAKE HONDA","SACRAMENTO",67,"","CA",201511,"New",1,2,95831,1,NA
"1190596","CarSale",38.5,-121.53,95831,"5FNYF6H03GB032137","HOND","PILOT ELITE","UT",2016,"AUTONATION HONDA ROSEVILLE","SACRAMENTO",67,"","CA",201512,"New",1,2,95831,1,NA
